Id,target
0,-27.947815411269357
1,76.99859804597293
2,-5.01484936088991
3,7.430619556371358
4,118.04440407032965
5,210.59018774336744
6,-28.778508070966137
7,-56.66526372007698
8,147.46289118997092
9,-23.774646143226395
10,24.99299066192967
11,-48.71451977093946
12,-74.93963564897446
13,175.44685307334865
14,56.360819711013136
15,-5.68907511992151
16,34.85373379194127
17,-17.627983777213068
18,15.515612715326355
19,153.21627122294547
20,-36.257010629209766
21,-32.05827006898863
22,42.28407225380329
23,204.25668541789267
24,-160.3012243732683
25,-179.4245209953567
26,7.308858401667005
27,-183.8747305763629
28,198.64050590106922
29,-112.79559399646986
30,112.94500975416337
31,-24.213053089576547
32,-55.11318679305489
33,99.13554519813486
34,-27.628333613930284
35,68.0613985082293
36,145.7724872175982
37,-76.31063873704751
38,-179.8221062249011
39,103.15505189531389
40,45.80797590626018
41,-30.226076599684706
42,-94.26255172772188
43,183.33829889852112
44,-76.53918260402392
45,221.36236380631482
46,37.26392609911594
47,-163.40342489208388
48,6.407750782784075
49,87.95170353975415
50,-94.22538876984484
51,-51.929469236808806
52,-10.101717263903579
53,21.14770865510832
54,31.84103360732185
55,-93.61608188793362
56,-22.18262784980149
57,-78.57029498826044
58,-67.73831026370738
59,-171.35979647085475
60,55.21207166493034
61,168.32823202435094
62,-50.186706171288535
63,90.7639210844689
64,-29.831125215393172
65,129.30049831660972
66,71.41013658051709
67,13.21133931221405
68,-49.16891374373938
69,-61.46853654241366
70,139.98561957693943
71,222.40297112629645
72,-70.43698698784361
73,-38.52972021629545
74,-5.715916718376887
75,82.02748308706917
76,-57.930180872336805
77,-8.331384363046208
78,-147.1032667389962
79,23.911738393349477
80,51.82385135080044
81,-141.23959381360314
82,-188.33738352136305
83,58.87931846467102
84,12.830062395094666
85,39.96450433409361
86,-135.72106118587698
87,-191.84234306013397
88,-129.58675482911883
89,-108.43609422549328
90,94.38734547974305
91,246.83101502155412
92,-165.37285291288035
93,23.15670424944352
94,-83.88315065135832
95,118.97300564157455
96,-37.954913402683715
97,-130.1573952621362
98,-217.17081155457848
99,-69.46450298694421
100,78.74999766565963
101,-26.47381994978043
102,-153.06912140085447
103,-155.3589792616245
104,13.220951335486445
105,226.19219618096585
106,47.97176885236489
107,-116.46830779887922
108,35.91051599496756
109,-4.897647546800763
110,-20.10867734857314
111,35.14092981882459
112,71.13440285693237
113,-77.41775877609528
114,31.15395112366846
115,-62.67699853609248
116,227.95722544898808
117,151.0350584252144
118,21.967082522356005
119,-17.273304112111607
120,-20.41802619288154
121,51.87603477243618
122,86.38911985279232
123,-99.96997473107095
124,-0.9930276591701649
125,-52.06003420194182
126,-54.49613541673043
127,-162.20167454933747
128,-68.96659118610337
129,59.048146577972425
130,-77.07413748929014
131,126.00987797849122
132,-75.14300400064822
133,27.07780770621417
134,-0.5688455442647408
135,13.33889073427161
136,45.91547078309021
137,156.68699355071516
138,222.78068227583194
139,-55.748098826771425
140,-60.66078964655206
141,-97.54315832479867
142,102.12900188220245
143,74.2729357957444
144,16.61614050037662
145,-147.2145979029689
146,104.06929258804684
147,-138.35889188851223
148,-11.65377444249555
149,43.72250770626464
150,100.56744825689654
151,-64.38424618262515
152,47.317135816430536
153,-224.44942574847389
154,131.86823596989746
155,66.290747349383
156,-43.01633434602659
157,-61.39384996166925
158,-17.096680072323014
159,30.460686052159286
160,16.82311947874975
161,77.14221516154389
162,254.01937674062785
163,55.24764701484734
164,73.99367861212184
165,-68.7262971719677
166,-27.392022148461198
167,205.92630853178372
168,54.49226558851503
169,64.49760175193335
170,-93.60939702451577
171,164.68695484057108
172,224.56307102723056
173,85.95412035517377
174,187.65852482150177
175,-109.6982904886409
